timestamp,elapsed_s,measured_v,current_mA,resistance,std_dev,stage_commanded,stage_effective,stage_changed
2026-05-29T16:28:27.947,0.000004,-0.98398876,4.00000000,,,0,0,false
2026-05-29T16:28:27.967,5.310940,-1.06752884,4.00000000,,,0,0,false
2026-05-29T16:28:27.987,5.330908,-1.14813300,4.00000000,,,0,0,false
2026-05-29T16:28:28.007,5.350874,-1.15913120,4.00000000,,,0,0,false
2026-05-29T16:28:28.027,5.370894,-1.17732048,4.00000000,,,0,0,false
2026-05-29T16:28:28.047,5.390918,-1.22393119,4.00000000,,,0,0,false
2026-05-29T16:28:28.067,5.410873,-1.24463021,4.00000000,,,0,0,false
2026-05-29T16:28:28.087,5.430984,-1.24104964,4.00000000,,,0,0,false
2026-05-29T16:28:28.107,5.450899,-1.27742230,4.00000000,,,0,0,false
2026-05-29T16:28:28.127,5.470902,-1.27431762,4.00000000,,,0,0,false
2026-05-29T16:28:28.147,5.490899,-1.29102671,4.00000000,,,0,0,false
2026-05-29T16:28:28.167,5.510905,-1.30437421,4.00000000,,,0,0,false
2026-05-29T16:28:28.187,5.530918,-1.29830551,4.00000000,,,0,0,false
2026-05-29T16:28:28.207,5.550929,-1.29836726,4.00000000,,,0,0,false
2026-05-29T16:28:28.227,5.570877,-1.28267717,4.00000000,,,0,0,false
2026-05-29T16:28:28.247,5.590926,-1.28080117,4.00000000,,,0,0,false
2026-05-29T16:28:28.267,5.610941,-1.24786841,4.00000000,,,0,0,false
2026-05-29T16:28:28.287,5.630949,-1.22000420,4.00000000,,,0,0,false
2026-05-29T16:28:28.307,5.650935,-1.21190476,4.00000000,,,0,0,false
2026-05-29T16:28:28.327,5.670948,-1.25263071,4.00000000,,,0,0,false
2026-05-29T16:28:28.347,5.690975,-1.25960016,4.00000000,,,0,0,false
2026-05-29T16:28:28.367,5.710903,-1.23470091,4.00000000,,,0,0,false
2026-05-29T16:28:28.387,5.730915,-1.20438826,4.00000000,,,0,0,false
2026-05-29T16:28:28.407,5.750884,-1.13176941,4.00000000,,,0,0,false
2026-05-29T16:28:28.427,5.770949,-1.05360829,4.00000000,,,0,0,false
2026-05-29T16:28:28.447,5.791108,-0.98213327,4.00000000,,,0,0,false
2026-05-29T16:28:28.467,5.810909,-0.96947204,4.00000000,,,0,0,false
2026-05-29T16:28:28.487,5.830884,-0.96921276,4.00000000,,,0,0,false
2026-05-29T16:28:28.507,5.850945,-0.96895181,4.00000000,,,0,0,false
2026-05-29T16:28:28.527,5.870961,-0.96910345,4.00000000,,,0,0,false
2026-05-29T16:28:28.547,5.890905,-0.96961151,4.00000000,,,0,0,false
2026-05-29T16:28:28.567,5.910877,-0.98479508,4.00000000,,,0,0,false
2026-05-29T16:28:28.587,5.930935,-1.00833844,4.00000000,,,0,0,false
2026-05-29T16:28:28.607,5.950892,-1.05925547,4.00000000,,,0,0,false
2026-05-29T16:28:28.627,5.970923,-1.06828068,4.00000000,,,0,0,false
2026-05-29T16:28:28.647,5.991027,-1.10782718,4.00000000,,,0,0,false
2026-05-29T16:28:28.667,6.010910,-1.09555483,4.00000000,,,0,0,false
2026-05-29T16:28:28.687,6.030946,-1.09181560,4.00000000,,,0,0,false
2026-05-29T16:28:28.707,6.050936,-1.06900728,4.00000000,,,0,0,false
2026-05-29T16:28:28.727,6.070922,-1.05408168,4.00000000,,,0,0,false
2026-05-29T16:28:28.747,6.090891,-0.97751307,4.00000000,,,0,0,false
2026-05-29T16:28:28.767,6.110877,-0.92871532,4.00000000,,,0,0,false
2026-05-29T16:28:28.787,6.130953,-0.88358910,4.00000000,,,0,0,false
2026-05-29T16:28:28.807,6.150941,-0.80785125,4.00000000,,,0,0,false
2026-05-29T16:28:28.827,6.170966,-0.75406472,4.00000000,,,0,0,false
2026-05-29T16:28:28.847,6.190983,-0.72483162,4.00000000,,,0,0,false
2026-05-29T16:28:28.867,6.210946,-0.71064942,4.00000000,,,0,0,false
2026-05-29T16:28:28.887,6.230952,-0.68873328,4.00000000,,,0,0,false
2026-05-29T16:28:28.907,6.250939,-0.68518049,4.00000000,,,0,0,false
2026-05-29T16:28:28.927,6.270963,-0.67583090,4.00000000,,,0,0,false
2026-05-29T16:28:28.947,6.290994,-0.67919332,4.00000000,,,0,0,false
2026-05-29T16:28:28.967,6.310909,-0.70140058,4.00000000,,,0,0,false
2026-05-29T16:28:28.987,6.331004,-0.77579494,4.00000000,,,0,0,false
2026-05-29T16:28:29.007,6.350916,-0.84470197,4.00000000,,,0,0,false
2026-05-29T16:28:29.027,6.370971,-0.93352899,4.00000000,,,0,0,false
2026-05-29T16:28:29.047,6.390927,-0.97549602,4.00000000,,,0,0,false
2026-05-29T16:28:29.067,6.410929,-0.95319148,4.00000000,,,0,0,false
2026-05-29T16:28:29.087,6.430916,-0.92556711,4.00000000,,,0,0,false
2026-05-29T16:28:29.107,6.451007,-0.90757044,4.00000000,,,0,0,false
2026-05-29T16:28:29.127,6.470975,-0.90727980,4.00000000,,,0,0,false
2026-05-29T16:28:29.147,6.490914,-0.93239758,4.00000000,-128.04334289,0.18888761,0,0,false
