backbone,decided_snapshot,decided_timestamp,decided_voltage,decided_current_mA,decided_resistance,decided_std_dev,decided_stage,rmse,mae,maxabs,num_snapshots
baseline,*,2.990000,0.01212022,10.00000000,1.21202218,,,0.027956257041020283,0.027956257041020283,0.027956257041020283,0
stddev_window,*,2.990000,0.01212022,10.00000000,1.21202218,,,0.027956257041020283,0.027956257041020283,0.027956257041020283,0
hysteresis,*,2.990000,0.01212022,10.00000000,1.21202218,,,0.027956257041020283,0.027956257041020283,0.027956257041020283,0
running_stat,*,2.990000,0.01212022,10.00000000,1.21202218,,,0.027956257041020283,0.027956257041020283,0.027956257041020283,0
