backbone,decided_snapshot,decided_timestamp,decided_voltage,decided_current_mA,decided_resistance,decided_std_dev,decided_stage,rmse,mae,maxabs,num_snapshots
baseline,*,2.990000,0.00999029,10.00000000,0.99902934,,,6.614167773940673e-05,6.614167773940673e-05,6.614167773940673e-05,0
stddev_window,*,2.990000,0.00999029,10.00000000,0.99902934,,,6.614167773940673e-05,6.614167773940673e-05,6.614167773940673e-05,0
hysteresis,*,2.990000,0.00999029,10.00000000,0.99902934,,,6.614167773940673e-05,6.614167773940673e-05,6.614167773940673e-05,0
